Answer,1,2,3,4,5,6,7,Wins,Game Count,Average Guesses
speak,0,0,11,42,22,18,7,93,100,4.68
realm,0,0,12,33,44,9,2,98,100,4.56
force,0,0,13,28,18,28,13,87,100,5.0
taboo,0,0,14,29,40,12,5,95,100,4.6499999999999995
frond,0,2,13,31,37,15,2,98,100,4.56
serum,0,1,11,33,34,19,2,98,100,4.6499999999999995
plait,0,1,15,35,30,15,4,96,100,4.550000000000001
climb,0,0,13,38,34,15,0,100,100,4.510000000000001
wrist,0,0,12,23,29,20,16,84,100,5.05
finch,0,0,4,22,26,25,23,77,100,5.41
voila,0,0,13,30,38,15,4,96,100,4.67
breed,0,1,7,24,22,19,27,73,100,5.319999999999999
merge,0,2,11,27,25,24,11,89,100,4.91
broth,0,0,7,33,33,19,8,92,100,4.879999999999999
louse,0,1,14,24,26,14,21,79,100,5.01
whiny,0,0,12,30,41,14,3,97,100,4.66
steel,0,1,12,27,26,25,9,91,100,4.89
blimp,0,0,5,41,35,16,3,97,100,4.71
equip,0,0,20,39,34,6,1,99,100,4.290000000000001
shank,0,0,9,18,35,17,21,79,100,5.23
tithe,0,1,8,17,28,24,22,78,100,5.32
facet,0,1,5,25,36,24,9,91,100,5.04
raise,0,1,16,33,35,12,3,97,100,4.5
lucid,0,2,17,35,35,11,0,100,100,4.36
jolly,0,0,1,10,22,11,56,44,100,6.11
laser,1,0,9,25,23,12,30,70,100,5.25
rover,0,1,3,13,20,26,37,63,100,5.779999999999999
overt,0,0,14,38,37,10,1,99,100,4.46
intro,0,3,14,39,37,7,0,100,100,4.3100000000000005
vapid,0,0,16,22,33,20,9,91,100,4.84
gleam,0,2,8,39,30,20,1,99,100,4.61
prune,0,2,8,38,43,7,2,98,100,4.51
craft,0,0,8,31,28,24,9,91,100,4.95
prowl,0,1,19,29,30,15,6,94,100,4.57
diary,0,2,8,40,35,11,4,96,100,4.57
slice,0,2,14,24,32,14,14,86,100,4.84
ebony,0,0,20,43,29,8,0,100,100,4.25
value,0,0,12,34,32,17,5,95,100,4.6899999999999995
decal,0,1,15,26,32,20,6,94,100,4.73
shave,1,1,11,12,23,25,27,73,100,5.38
musty,0,5,3,19,27,20,26,74,100,5.32
pious,0,2,12,22,35,19,10,90,100,4.87
jerky,0,0,8,22,19,26,25,75,100,5.380000000000001
media,0,2,15,31,42,7,3,97,100,4.46
tidal,0,2,17,36,30,12,3,97,100,4.42
outer,0,2,14,18,19,18,29,71,100,5.24
cumin,0,0,18,40,33,8,1,99,100,4.34
amass,0,3,8,23,36,19,11,89,100,4.93
pinch,0,0,6,23,29,27,15,85,100,5.22
stall,0,0,5,22,29,22,22,78,100,5.34
tutor,0,1,6,44,40,8,1,99,100,4.51
briny,0,1,6,33,38,16,6,94,100,4.8
hitch,0,0,4,15,19,20,42,58,100,5.8100000000000005
nicer,0,2,13,26,16,26,17,83,100,5.02
dingo,0,0,10,35,26,15,14,86,100,4.88
exalt,0,1,10,39,44,6,0,100,100,4.44
swish,0,2,16,40,29,12,1,99,100,4.36
glide,0,0,4,25,42,18,11,89,100,5.07
titan,0,1,11,39,26,18,5,95,100,4.64
bevel,0,0,2,17,29,29,23,77,100,5.54
skier,0,2,9,21,39,22,7,93,100,4.91
minus,0,1,10,23,23,14,29,71,100,5.26
papal,0,1,5,18,27,24,25,75,100,5.43
gummy,0,1,3,13,27,26,30,70,100,5.640000000000001
chaos,0,0,12,27,21,19,21,79,100,5.1
basin,0,0,8,40,30,15,7,93,100,4.73
bravo,0,2,15,28,30,16,9,91,100,4.7
stark,0,0,2,19,36,23,20,80,100,5.4
groom,0,0,5,27,42,19,7,93,100,4.96
organ,0,1,19,32,36,10,2,98,100,4.409999999999999
ether,0,3,14,30,33,13,7,93,100,4.6000000000000005
melon,0,2,11,23,35,21,8,92,100,4.859999999999999
hence,0,3,10,27,32,23,5,95,100,4.77
crowd,0,0,15,26,34,19,6,94,100,4.75
manga,0,0,2,18,37,25,18,82,100,5.39
swung,0,1,10,34,32,20,3,97,100,4.69
deter,0,1,13,26,31,20,9,91,100,4.83
angst,0,1,28,42,24,5,0,100,100,4.04
vault,0,0,7,19,25,23,26,74,100,5.42
proud,0,2,15,37,30,14,2,98,100,4.449999999999999
grind,0,1,17,44,27,11,0,100,100,4.3
prior,0,1,10,38,33,11,7,93,100,4.640000000000001
cover,0,1,7,9,12,23,48,52,100,5.93
terse,0,0,15,36,24,17,8,92,100,4.67
scent,0,4,9,27,27,19,14,86,100,4.9
paint,0,0,18,19,27,23,13,87,100,4.94
edict,0,2,13,33,36,14,2,98,100,4.529999999999999
bugle,0,0,14,27,43,12,4,96,100,4.65
dolly,0,0,10,16,17,14,43,57,100,5.64
savor,0,1,17,34,36,8,4,96,100,4.45
knead,0,3,13,47,28,9,0,100,100,4.27
order,0,0,11,32,36,18,3,97,100,4.7
drove,0,3,9,17,26,28,17,83,100,5.18
zebra,0,3,10,40,28,17,2,98,100,4.52
buddy,0,1,6,12,16,19,46,54,100,5.84
adage,0,1,19,39,28,12,1,99,100,4.34
inlay,0,3,11,39,40,7,0,100,100,4.37
thigh,0,1,7,40,36,14,2,98,100,4.609999999999999
debut,0,0,9,28,42,17,4,96,100,4.79
crush,0,0,19,36,34,10,1,99,100,4.38
scoff,0,0,8,18,39,22,13,87,100,5.140000000000001
canon,0,1,7,23,29,23,17,83,100,5.17
shape,0,2,16,22,30,13,17,83,100,4.869999999999999
blare,0,3,7,22,32,23,13,87,100,5.04
gaunt,0,0,12,22,29,12,25,75,100,5.16
cameo,0,3,12,32,34,18,1,99,100,4.550000000000001
jiffy,0,0,2,11,21,33,33,67,100,5.84
enact,0,1,16,34,37,12,0,100,100,4.43
video,0,2,14,43,30,9,2,98,100,4.359999999999999
swoon,0,0,7,30,45,14,4,96,100,4.78
decoy,0,1,11,38,28,15,7,93,100,4.66
quite,0,0,6,27,29,32,6,94,100,5.05
nerdy,0,0,9,33,36,15,7,93,100,4.78
refer,0,2,5,19,26,25,23,77,100,5.36
shaft,0,0,10,31,30,16,13,87,100,4.91
speck,0,1,10,38,28,20,3,97,100,4.65
cadet,0,4,12,33,39,10,2,98,100,4.449999999999999
prong,0,1,14,29,35,17,4,96,100,4.6499999999999995
forte,0,0,10,23,35,22,10,90,100,4.99
porch,0,0,7,30,45,17,1,99,100,4.75
awash,0,2,15,31,31,16,5,95,100,4.59
juice,0,1,8,28,45,14,4,96,100,4.75
smock,0,1,13,37,36,11,2,98,100,4.49
super,0,1,9,26,31,26,7,93,100,4.93
feral,0,3,7,21,36,26,7,93,100,4.960000000000001
penne,0,2,3,22,43,22,8,92,100,5.040000000000001
chalk,0,1,6,37,35,14,7,93,100,4.76
flake,0,0,7,26,25,30,12,88,100,5.14
scale,0,4,11,21,28,26,10,90,100,4.91
lower,0,0,4,19,22,22,33,67,100,5.609999999999999
ensue,0,0,20,39,37,4,0,100,100,4.25
anvil,0,0,21,26,42,11,0,100,100,4.43
macaw,0,0,9,31,41,13,6,94,100,4.76
saucy,0,2,12,26,30,15,15,85,100,4.89
ounce,0,1,25,44,21,8,1,99,100,4.130000000000001
medic,0,2,12,27,39,16,4,96,100,4.67
scone,0,2,15,32,33,16,2,98,100,4.52
skiff,0,0,5,23,33,29,10,90,100,5.16
neigh,0,0,20,42,29,8,1,99,100,4.279999999999999
shore,0,0,13,22,25,21,19,81,100,5.11
acorn,0,1,17,32,38,10,2,98,100,4.449999999999999
brace,0,1,9,25,25,24,16,84,100,5.1
storm,0,2,10,26,32,24,6,94,100,4.84
lanky,0,0,12,21,29,21,17,83,100,5.1
meter,0,0,7,28,38,17,10,90,100,4.95
delay,0,1,10,24,42,17,6,94,100,4.82
mulch,0,1,6,37,40,16,0,100,100,4.64
brute,0,2,13,28,38,17,2,98,100,4.61
leech,0,3,13,28,40,15,1,99,100,4.540000000000001
filet,0,0,7,32,26,33,2,98,100,4.909999999999999
skate,0,1,9,29,30,17,14,86,100,4.95
stake,0,1,5,22,21,24,27,73,100,5.43
crown,0,2,7,22,43,21,5,95,100,4.89
lithe,0,0,10,32,36,18,4,96,100,4.74
flunk,0,0,6,34,35,21,4,96,100,4.83
knave,0,1,7,31,36,22,3,97,100,4.8
spout,0,0,13,35,32,9,11,89,100,4.7
mushy,0,2,5,29,18,21,25,75,100,5.26
camel,0,0,10,21,43,18,8,92,100,4.93
faint,0,0,3,34,30,19,14,86,100,5.07
stern,0,0,8,29,43,15,5,95,100,4.8
widen,0,0,13,44,28,14,1,99,100,4.46
rerun,0,0,7,40,37,14,2,98,100,4.64
owner,0,1,12,42,23,15,7,93,100,4.6000000000000005
drawn,0,0,15,26,38,19,2,98,100,4.669999999999999
debit,0,1,9,35,37,13,5,95,100,4.67
rebel,0,1,9,24,30,18,18,82,100,5.09
aisle,0,2,15,43,29,5,6,94,100,4.38
brass,0,0,6,9,27,23,35,65,100,5.720000000000001
harsh,0,1,18,33,28,18,2,98,100,4.5
broad,0,1,19,33,32,13,2,98,100,4.43
recur,0,0,9,34,41,14,2,98,100,4.659999999999999
honey,0,1,7,14,19,24,35,65,100,5.63
beaut,0,2,16,33,37,11,1,99,100,4.420000000000001
fully,0,1,8,17,25,23,26,74,100,5.39
press,0,2,2,14,22,24,36,64,100,5.720000000000001
smoke,0,0,7,31,41,15,6,94,100,4.82
seven,0,3,9,28,21,24,15,85,100,4.99
teach,0,1,14,37,31,15,2,98,100,4.51
steam,0,1,8,30,33,10,18,82,100,4.97
handy,0,3,4,15,14,28,36,64,100,5.68
torch,0,1,13,42,36,7,1,99,100,4.38
thank,0,0,7,27,31,24,11,89,100,5.049999999999999
faith,0,1,13,21,29,24,12,88,100,4.98
brain,0,2,15,27,32,18,6,94,100,4.67
rider,0,1,6,16,19,19,39,61,100,5.66
cloud,0,2,14,39,32,10,3,97,100,4.43
modem,0,0,8,23,42,15,12,88,100,5.0
shell,1,3,6,25,34,21,10,90,100,4.91
wagon,0,0,4,34,34,21,7,93,100,4.93
title,0,1,9,30,36,22,2,98,100,4.75
miner,0,2,5,15,25,11,42,58,100,5.640000000000001
lager,0,0,8,18,8,10,56,44,100,5.88
flour,0,2,16,40,31,10,1,99,100,4.34
joint,0,1,5,21,40,24,9,91,100,5.079999999999999
mommy,0,1,2,10,24,28,35,65,100,5.8100000000000005
carve,0,1,5,25,28,25,16,84,100,5.19
gusty,0,0,9,22,32,17,20,80,100,5.17
stain,0,1,11,24,31,26,7,93,100,4.91
prone,0,0,5,19,22,28,26,74,100,5.510000000000001
gamut,0,1,13,29,46,11,0,100,100,4.529999999999999
corer,0,0,4,21,22,24,29,71,100,5.529999999999999
grant,0,0,8,22,40,18,12,88,100,5.04
halve,0,0,10,26,38,21,5,95,100,4.85
stint,0,4,8,20,38,19,11,89,100,4.93
fiber,0,1,4,10,24,24,37,63,100,5.77
dicey,0,4,5,40,34,13,4,96,100,4.590000000000001
spoon,0,0,8,15,41,20,16,84,100,5.21
shout,0,0,11,28,30,17,14,86,100,4.95
goofy,0,2,7,10,24,29,28,72,100,5.55
bossy,0,0,3,23,42,22,10,90,100,5.130000000000001
frown,0,0,4,18,31,34,13,87,100,5.34
wreak,0,0,13,28,21,22,16,84,100,5.000000000000001
sandy,0,2,15,29,29,12,13,87,100,4.7299999999999995
bawdy,0,1,4,16,27,37,15,85,100,5.3999999999999995
tunic,0,3,10,51,26,9,1,99,100,4.3100000000000005
easel,0,0,11,42,28,14,5,95,100,4.6
weird,0,3,18,38,33,7,1,99,100,4.260000000000001
sixth,0,1,7,36,38,16,2,98,100,4.669999999999999
snoop,0,1,15,18,33,23,10,90,100,4.92
blaze,0,1,4,20,30,24,21,79,100,5.35
vinyl,0,1,21,45,27,6,0,100,100,4.16
octet,0,0,15,47,32,4,2,98,100,4.31
truly,0,1,17,38,34,9,1,99,100,4.36
event,0,1,8,37,41,11,2,98,100,4.59
ready,0,0,12,36,32,16,4,96,100,4.64
swell,0,2,15,23,30,15,15,85,100,4.86
inner,0,1,13,21,38,19,8,92,100,4.85
stoic,0,1,14,44,20,15,6,94,100,4.5200000000000005
flown,0,0,10,30,46,13,1,99,100,4.65
primp,0,0,7,31,32,21,9,91,100,4.9399999999999995
uvula,0,0,10,38,43,8,1,99,100,4.52
tacky,0,1,9,22,23,23,22,78,100,5.24
visor,0,4,20,45,25,4,2,98,100,4.109999999999999
tally,0,0,5,18,21,20,36,64,100,5.640000000000001
frail,0,0,10,26,27,25,12,88,100,5.03
going,0,1,10,17,35,19,18,82,100,5.1499999999999995
niche,0,1,12,26,43,14,4,96,100,4.69
spine,0,3,5,21,29,27,15,85,100,5.17
pearl,0,4,15,42,28,10,1,99,100,4.28
jelly,0,1,4,12,16,15,52,48,100,5.96
twist,0,4,13,29,31,22,1,99,100,4.57
brown,0,1,11,19,31,22,16,84,100,5.1000000000000005
witch,0,1,5,18,23,15,38,62,100,5.6
slang,0,1,8,26,32,28,5,95,100,4.93
chock,0,1,10,18,41,22,8,92,100,4.970000000000001
hippo,0,0,15,34,35,14,2,98,100,4.54
dogma,0,1,14,34,30,18,3,97,100,4.59
mauve,0,1,12,20,28,23,16,84,100,5.08
guile,0,0,8,35,37,16,4,96,100,4.73
shaky,0,1,8,27,32,25,7,93,100,4.930000000000001
crypt,0,1,17,54,25,3,0,100,100,4.12
endow,0,1,16,44,32,6,1,99,100,4.29
shove,0,0,8,18,38,27,9,91,100,5.11
hilly,0,1,10,24,25,20,20,80,100,5.130000000000001
hyena,0,2,19,39,34,4,2,98,100,4.25
flung,0,0,7,42,32,12,7,93,100,4.7
patio,0,0,12,37,40,10,1,99,100,4.51
plumb,0,1,12,36,34,15,2,98,100,4.56
vying,0,2,11,19,22,26,20,80,100,5.1899999999999995
boxer,0,0,2,15,16,20,47,53,100,5.95
drool,0,2,7,24,26,32,9,91,100,5.06
funky,0,0,6,19,21,29,25,75,100,5.48
boast,0,3,5,30,29,20,13,87,100,4.97
scowl,0,0,9,36,37,14,4,96,100,4.680000000000001
hefty,0,0,11,30,34,20,5,95,100,4.779999999999999
stray,0,0,11,22,26,12,29,71,100,5.26
flash,0,0,10,20,33,22,15,85,100,5.12
blade,0,2,10,24,30,21,13,87,100,4.97
brawn,0,2,8,31,31,19,9,91,100,4.84
sauna,0,0,9,29,42,17,3,97,100,4.760000000000001
eagle,0,0,9,22,40,22,7,93,100,4.96
share,0,0,10,14,17,28,31,69,100,5.56
affix,0,0,11,21,42,25,1,99,100,4.84
grain,0,0,18,24,43,14,1,99,100,4.5600000000000005
decry,0,1,13,39,35,9,3,97,100,4.47
mambo,0,1,3,15,30,22,29,71,100,5.5600000000000005
stare,0,0,10,16,28,20,26,74,100,5.36
lemur,0,2,18,34,31,12,3,97,100,4.42
nerve,0,2,9,30,36,18,5,95,100,4.74
chose,0,0,12,43,29,12,4,96,100,4.53
cheap,0,1,20,42,28,9,0,100,100,4.24
relax,0,0,10,34,30,20,6,94,100,4.78
cyber,0,3,13,31,33,17,3,97,100,4.569999999999999
sprig,0,1,19,35,31,13,1,99,100,4.390000000000001
atlas,0,1,9,26,34,24,6,94,100,4.890000000000001
draft,0,0,7,26,33,24,10,90,100,5.04
wafer,0,1,2,21,22,13,41,59,100,5.67
crawl,0,2,6,22,33,23,14,86,100,5.109999999999999
dingy,0,0,6,25,31,15,23,77,100,5.24
total,0,0,7,18,37,19,19,81,100,5.25
cloak,0,0,10,28,46,13,3,97,100,4.71
fancy,0,0,13,17,29,26,15,85,100,5.13
knack,0,0,10,33,38,13,6,94,100,4.72
flint,0,0,8,32,41,18,1,99,100,4.720000000000001
prose,0,1,7,29,33,23,7,93,100,4.91
silly,0,1,13,28,33,19,6,94,100,4.74
rower,0,0,4,13,16,27,40,60,100,5.859999999999999
squid,0,1,11,31,32,14,11,89,100,4.800000000000001
icing,0,2,10,39,30,16,3,97,100,4.569999999999999
reach,0,0,10,30,35,23,2,98,100,4.77
upper,0,0,7,23,38,25,7,93,100,5.0200000000000005
crepe,0,1,13,27,37,14,8,92,100,4.74
crisp,0,5,21,31,26,14,3,97,100,4.32
sunny,0,1,9,25,35,17,13,87,100,4.970000000000001
shunt,0,3,9,40,37,11,0,100,100,4.44
fever,0,0,2,14,34,26,24,76,100,5.5600000000000005
udder,0,1,10,35,32,18,4,96,100,4.680000000000001
false,0,1,8,29,31,21,10,90,100,4.93
toast,0,1,9,23,26,24,17,83,100,5.14
rivet,0,0,11,26,29,24,10,90,100,4.96
chore,0,0,11,32,39,13,5,95,100,4.6899999999999995
revue,0,0,13,34,29,16,8,92,100,4.720000000000001
tooth,0,0,7,30,39,19,5,95,100,4.85
pedal,0,0,14,39,32,12,3,97,100,4.51
pupil,0,1,13,30,35,18,3,97,100,4.6499999999999995
swath,0,1,9,25,45,16,4,96,100,4.78
steep,0,2,6,27,31,19,15,85,100,5.04
bonus,0,1,8,19,35,15,22,78,100,5.21
goody,0,0,5,13,16,22,44,56,100,5.87
score,0,2,16,21,21,20,20,80,100,5.01
rapid,0,0,16,29,33,20,2,98,100,4.63
rumba,0,1,26,34,35,4,0,100,100,4.15
